Наименование аэропорта РФ;Год периода данных;Январь;Февраль;Март;Апрель;Май;Июнь;Июль;Август;Сентябрь;Октябрь;Ноябрь;Декабрь;Январь - Декабрь
Ноглики;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Норильск;2 014;787,45;1331,62;1505,53;1497,2;1693,94;1018,21;986,21;930,6;1042,38;1209,29;1217,5;1563,65;14783,58
Норильск(Валек);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Ноябрьск;2 014;43,65;54,55;62,5;69,53;64,4;58,12;62,39;62,87;72,15;81,06;64,44;78,8;774,46
Нюрба;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Нягань;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Озерная;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Олекминск;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Оленек;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Ома;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Омолон;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Омск(Центральный);2 014;190;221;254;254;235;228;255;278;260;283;284;341;3083
Омсукчан;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Орел(Южный);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Оренбург(Центральный);2 014;81,73;81,69;91,68;92,82;82,55;89,19;99,49;102,01;98,68;105,51;96,8;135,69;1157,84
Орск;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Оссора;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Оха;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Охотск;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Палана;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Пахачи;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Певек;2 014;38;58;48;56;97;50;89;70;50;79;67;120;822
Пенза;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Бахаревка);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Большое Савино);2 014;182,69;215,08;213,82;212,33;199;177,24;206,94;188,66;191,59;268,87;199,12;236,48;2491,82
Песчанка(остров Колгуев);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Бесовец);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Пески);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Петропавловск-Камчатский(Елизово);2 014;457,52;612,43;581,36;590,16;556,05;904,64;1195,66;1319,93;1162,29;1214,45;997,66;1162,7;10754,85
Печора;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Пионерный;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Пластун;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Подкаменная Тунгуска;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Полины Осипенко;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Полярный;2 014;69,78;92,22;93,39;32,67;141,26;184,37;20,71;102,8;71,15;85,01;108,16;135,1;1136,62
Провидения(Провидения Бухта);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Псков(Кресты);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Рогачево(Амдерма-2);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Ростов-на-Дону;2 014;335;405,2;423,8;460,6;674,3;759,3;452,7;651,4;484;465;423;479;6013,3
Ростов-на-Дону(Платов);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Сабетта;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Саккырыр;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Салехард;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Курумоч);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Смышляевка);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Сангар;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Санкт-Петербург(Пулково);2 014;1679;1832;2228;2191;1992;1871;2047;2197;1938;2745;2037;2603;25360
Саранск;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Саратов(Центральный);2 014;42,9;46,7;51;52,9;42,7;43,1;46,4;47,2;50,4;51,5;40;54,7;569,5
Саскылах;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Светлогорск;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Енисейский;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Эвенск;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Сеймчан;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Симферополь;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Снопа;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Соболево;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Советская Гавань;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Советский;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Соловки;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Сочи;2 014;805,86;618,09;403,74;155,79;133,54;141,08;162,56;194,24;291,88;1835,23;148,01;168,53;5058,55
Среднеколымск;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Ставрополь(Шпаковское);2 014;73;82;76;76;70;68;71;71;67;72;67;95;888
Старый Оскол;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Стрежевой;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Сунтар;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Сургут;2 014;307,8;357,3;413,7;412,1;391,6;370,6;368;381;347,4;437,6;324;488,3;4599,4
Сыктывкар;2 014;58,36;65,7;69,83;70,72;73,3;70,86;69,27;68,15;61,61;72,85;60,67;82,3;823,62
Таганрог(Южный);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Тазовский;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Таксимо;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Талакан;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Тамбов;2 014;0;0;0;0;0;0;0;0;0;0;0;0;0
Тара;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Тарко-Сале;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Таштагол;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Тигиль;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Тикси;2 014;106,4;16,4;41,7;31,4;19,8;35,6;18;18;15,1;23,5;24,4;38,8;389,1
Тиличики;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Тобольск;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Толька;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Томск(Богашево);2 014;114;143;167;159;151;141;147;169;166;175,25;164,68;206,32;1903,25
Троицко-Печорск;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Тугур;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Тура(Горный);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Туруханск;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Тында;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Плеханово);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Рощино);2 014;324,1;374,7;392;415,8;384,7;360,3;420,1;416,6;401,2;461,8;395;473;4819,3
Удское;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Улан-Удэ(Мухино);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Баратаевка);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Восточный);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Урай;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Ургалан;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Уренгой;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Усинск;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Камчатск;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кара;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Куйга;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кут;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Мая;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Нера;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Хайрюзово;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Цильма;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Уфа;2 014;241,69;264,01;285,51;325,4;299,13;250,72;308,31;309,71;317,03;376,18;281,65;416,88;3676,22
Ухта;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Хабаровск(МВЛ);2 014;3,98;2,55;0,43;3,26;2,48;6,54;8,26;8,97;5,87;5,87;12,91;7,1;68,22
Хабаровск(Новый);2 014;1850,76;2013,78;2907,83;2592,18;2512,94;2242,75;2066,72;2118,11;2652,44;3192,19;2606,52;2417,3;29173,52
Хандыга;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Ханты-Мансийск;2 014;45,72;58,39;66,06;63,14;69,92;59,04;67,55;79,16;79,35;85,73;67,97;66,47;808,5
Харута;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Хатанга;2 014;116,43;211,67;50,29;205,82;95,91;158,95;126,71;143,98;226,38;185,06;109,58;282,83;1913,61
Херпучи;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Хонуу(Мома);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Хорей-Вер;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Чара;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Чебоксары;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Чегдомын;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Челябинск(Баландино);2 014;187,75;223,23;239,36;405,28;304,99;381,67;222,21;276,16;226,65;247,4;223,01;325,95;3263,66
Череповец;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Черский;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Чижа;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Чита(Кадала);2 014;127,26;152,7;201,15;205,25;223,07;254,88;252,05;289,74;189,14;223,24;223,71;267,78;2609,97
Чокурдах;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Чумикан;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Шарыпово;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Шахтерск;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Шойна;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Шушенское;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Эгвекинот(Залив Креста);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Экимчан;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Элиста;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Эссо;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Южно-Курильск(Менделеево);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Южно-Сахалинск(Хомутово);2 014;519,7;716;762,8;710,4;739,8;948,4;970,9;1132,1;1235,2;1076,3;1089,3;1205,6;11106,5
Якутск;2 014;670,27;814,21;800,77;974,6;865,01;1046,2;1199,87;1223,92;1315,46;1303,55;1382,08;1443,24;13039,18
Якутск(Маган);2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Ямбург;2 014;1,51;3,64;0,45;1,52;1,9;4,76;4,04;1,68;1,41;3,46;3,01;2,67;30,05
Ярославль(Туношна);2 014;528,77;735,79;649,33;625,13;654,46;568,45;425,2;501,82;621,7;878,77;561,19;793,7;7544,31
Ярцево;2 014;***;***;***;***;***;***;***;***;***;***;***;***;***
Абакан;2 013;39,74;227,16;62,97;77,41;104,34;55,71;65,95;78,71;75,68;70,3;81,57;83,34;1022,88
Айхал;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Алдан;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Амдерма;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Анадырь;2 013;184;297;291;436;171;115;107;106;140;156;198;354;2555
Анапа(Витязево);2 013;19,65;30,62;38,14;40,17;42,56;63,1;75,78;77,21;68,19;55,66;48,73;49,56;609,37
Антипаюта;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Апатиты(Хибины);2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Архангельск(Васьково);2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Архангельск(Талаги);2 013;167,4;161,9;176,1;215,2;291,2;246,9;184,6;166,6;168,9;249,2;368,8;504,3;2901,1
Астрахань(Нариманово);2 013;50,74;60,53;74,27;84,4;114,78;80,56;80,83;84,63;93,99;112,97;84,35;102,95;1025
Ачинск;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Аян;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Багдарин;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Байкит;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Барнаул(Имени Г.С.Титова);2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Батагай;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Белая Гора;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Белгород;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Белоярский;2 013;13,4;11,4;10,3;38,7;28,6;25,9;44,1;41,2;24,4;29,4;43,9;55,8;367,1
Белушье;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Березово;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
"Беринговский(Филиал ФКП ""А/П Чукотки"")";2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Бийск;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Благовещенск;2 013;139,4;170,2;175,4;196,5;205;187,6;185,9;220,6;244;235,1;228,9;282,9;2471,5
Бованенково;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Богородское;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Богучаны;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Бодайбо;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Братск;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Брянск;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Бугульма;2 013;4,1;3,88;3,43;3,69;4,1;6,22;4,77;4,24;2,8;2,61;2,97;3,68;46,49
Буревестник;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Ванавара;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Варандей;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Верхневилюйск;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Вижас;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Вилюйск;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Витим;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Владивосток(Кневичи);2 013;2009,4;1835,9;2711;2869,7;2922,4;2698,9;2415,9;3419,1;3213,9;3367,6;3117,9;3060,5;33642,2
Владикавказ(Беслан);2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Владимир;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Волгоград(Гумрак);2 013;45;72;66;65;60;69;67;71;81;84;93;97;870
Вологда;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Волоковая;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Воркута;2 013;45,92;70,38;57,09;78,14;111,76;88,26;92,52;90,26;76,66;75,34;48,55;73,59;908,47
Воронеж(Чертовицкое);2 013;8,27;7,64;8,97;6,15;4,97;6,77;8,42;8,51;8,82;7,7;7,75;9,59;93,56
Вуктыл;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Геленджик;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Горно-Алтайск;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Грозный(Северный);2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Гыда;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Дальнереченск;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Депутатский;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Диксон;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Дудинка;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Ейск;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Екатеринбург(Кольцово);2 013;1472,63;2592,93;2257,54;2026,23;1963,82;1835,54;1937,13;2417,04;2256,46;2417,53;2213,23;2160,89;25550,97
Екатеринбург(Уктус);2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Елизово(Авачинский);2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
Енисейск;2 013;***;***;***;***;***;***;***;***;***;***;***;***;***
